"Reported At (US/Eastern)"	"Reported At (US/Pacific)"	"Recieved At (Etc/UTC)"	"Latitude"	"Longitude"	"Location Name"	"Speed"	"0: GPS Odo (m)"	"1: Batt Volt (mV)"	"2: Idle Time (s)"	"4: In Motion Time (s)"	"5: Engine Runtime (s)"
"2013-10-20T03:21:28-04:00"	"2013-10-20T00:21:28-07:00"	"2013-10-20T07:21:34+00:00"	"39.9429068"	"-82.5461538"	"Interstate 70, Hebron, US-OH, 43025, US"	"131.107"	"2382623"	"13892"	"22540"	"71933"	"94477"
"2013-10-20T03:21:39-04:00"	"2013-10-20T00:21:39-07:00"	"2013-10-20T07:21:41+00:00"	"39.94323"	"-82.553874"	"Interstate 70, Hebron, US-OH, 43025, US"	"137.437"	"2383283"	"13984"	"22540"	"71944"	"94488"
"2013-10-20T03:21:50-04:00"	"2013-10-20T00:21:50-07:00"	"2013-10-20T07:21:53+00:00"	"39.9435435"	"-82.561874"	"Interstate 70, Hebron, US-OH, 43025, US"	"140.234"	"2383967"	"13892"	"22540"	"71955"	"94499"
"2013-10-20T03:22:01-04:00"	"2013-10-20T00:22:01-07:00"	"2013-10-20T07:22:06+00:00"	"39.9438718"	"-82.5699581"	"Interstate 70, Hebron, US-OH, 43025, US"	"137.437"	"2384659"	"13953"	"22540"	"71966"	"94510"
"2013-10-20T03:22:12-04:00"	"2013-10-20T00:22:12-07:00"	"2013-10-20T07:22:19+00:00"	"39.9441668"	"-82.5777725"	"Interstate 70, Hebron, US-OH, 43025, US"	"138.869"	"2385327"	"13923"	"22540"	"71977"	"94521"
"2013-10-20T03:22:23-04:00"	"2013-10-20T00:22:23-07:00"	"2013-10-20T07:22:26+00:00"	"39.944494"	"-82.5858041"	"Interstate 70, Hebron, US-OH, 43025, US"	"140.234"	"2386013"	"13953"	"22540"	"71988"	"94532"
"2013-10-20T03:22:34-04:00"	"2013-10-20T00:22:34-07:00"	"2013-10-20T07:22:44+00:00"	"39.9448398"	"-82.5937605"	"Interstate 70, Hebron, US-OH, 43025, US"	"136.073"	"2386693"	"13923"	"22540"	"71999"	"94543"
"2013-10-20T03:22:45-04:00"	"2013-10-20T00:22:45-07:00"	"2013-10-20T07:22:49+00:00"	"39.9454146"	"-82.6012575"	"Interstate 70, Millersport, US-OH, 43046, US"	"128.557"	"2387196"	"13832"	"22540"	"72010"	"94554"
"2013-10-20T03:22:56-04:00"	"2013-10-20T00:22:56-07:00"	"2013-10-20T07:23:01+00:00"	"39.9458123"	"-82.6087325"	"I-70, Millersport, US-OH, 43046, US"	"130.48"	"2387838"	"13862"	"22540"	"72021"	"94565"
"2013-10-20T03:23:07-04:00"	"2013-10-20T00:23:07-07:00"	"2013-10-20T07:23:08+00:00"	"39.945809"	"-82.6162105"	"Interstate 70, Pataskala, US-OH, 43062, US"	"131.666"	"2388477"	"13953"	"22540"	"72032"	"94576"
"2013-10-20T03:23:18-04:00"	"2013-10-20T00:23:18-07:00"	"2013-10-20T07:23:25+00:00"	"39.9461643"	"-82.6239388"	"Interstate 70, Pataskala, US-OH, 43062, US"	"135.693"	"2389095"	"13923"	"22540"	"72043"	"94587"
"2013-10-20T03:23:29-04:00"	"2013-10-20T00:23:29-07:00"	"2013-10-20T07:23:32+00:00"	"39.9464926"	"-82.6313416"	"Interstate 70, Pataskala, US-OH, 43062, US"	"118.916"	"2389732"	"13953"	"22540"	"72054"	"94598"
"2013-10-20T03:23:40-04:00"	"2013-10-20T00:23:40-07:00"	"2013-10-20T07:24:09+00:00"	"39.94678"	"-82.6384126"	"Interstate 70, Pataskala, US-OH, 43062, US"	"123.322"	"2390336"	"13923"	"22540"	"72065"	"94609"
"2013-10-20T03:23:40-04:00"	"2013-10-20T00:23:40-07:00"	"2013-10-20T07:24:09+00:00"	"39.94678"	"-82.6384126"	"Interstate 70, Pataskala, US-OH, 43062, US"	"123.322"	"2390336"	"13923"	"22540"	"72065"	"94609"
"2013-10-20T03:23:40-04:00"	"2013-10-20T00:23:40-07:00"	"2013-10-20T07:24:09+00:00"	"39.94678"	"-82.6384126"	"Interstate 70, Pataskala, US-OH, 43062, US"	"123.322"	"2390336"	"13923"	"22540"	"72065"	"94609"
"2013-10-20T03:23:51-04:00"	"2013-10-20T00:23:51-07:00"	"2013-10-20T07:24:09+00:00"	"39.9471128"	"-82.6451778"	"Interstate 70, Pataskala, US-OH, 43062, US"	"118.804"	"2390916"	"13892"	"22540"	"72076"	"94620"
"2013-10-20T03:24:02-04:00"	"2013-10-20T00:24:02-07:00"	"2013-10-20T07:24:10+00:00"	"39.9474151"	"-82.6519803"	"Interstate 70, Pataskala, US-OH, 43062, US"	"117.238"	"2391499"	"13953"	"22540"	"72087"	"94631"
"2013-10-20T03:24:13-04:00"	"2013-10-20T00:24:13-07:00"	"2013-10-20T07:24:16+00:00"	"39.947686"	"-82.6587305"	"Interstate 70, Pataskala, US-OH, 43062, US"	"117.126"	"2392077"	"13984"	"22540"	"72098"	"94642"
"2013-10-20T03:24:24-04:00"	"2013-10-20T00:24:24-07:00"	"2013-10-20T07:24:30+00:00"	"39.9480458"	"-82.6654433"	"Interstate 70, Pataskala, US-OH, 43062, US"	"117.551"	"2392652"	"13923"	"22540"	"72109"	"94653"
"2013-10-20T03:24:35-04:00"	"2013-10-20T00:24:35-07:00"	"2013-10-20T07:24:36+00:00"	"39.9483385"	"-82.6721093"	"Interstate 70, Pataskala, US-OH, 43062, US"	"115.694"	"2393222"	"13923"	"22540"	"72120"	"94664"
"2013-10-20T03:24:46-04:00"	"2013-10-20T00:24:46-07:00"	"2013-10-20T07:24:49+00:00"	"39.9486926"	"-82.679043"	"Interstate 70, Pataskala, US-OH, 43062, US"	"122.338"	"2393815"	"13892"	"22540"	"72131"	"94675"
"2013-10-20T03:24:57-04:00"	"2013-10-20T00:24:57-07:00"	"2013-10-20T07:25:02+00:00"	"39.9490105"	"-82.6859423"	"Hazelton-Etna Rd SW & Interstate 70, Etna, US-OH, 43062, US"	"120.168"	"2394406"	"13923"	"22540"	"72142"	"94686"
"2013-10-20T03:25:08-04:00"	"2013-10-20T00:25:08-07:00"	"2013-10-20T07:25:15+00:00"	"39.9493465"	"-82.6930011"	"Interstate 70, Pataskala, US-OH, 43062, US"	"125.94"	"2395010"	"13984"	"22540"	"72153"	"94697"
"2013-10-20T03:25:19-04:00"	"2013-10-20T00:25:19-07:00"	"2013-10-20T07:25:23+00:00"	"39.9497508"	"-82.7003191"	"Interstate 70, Pataskala, US-OH, 43062, US"	"128.803"	"2395636"	"13923"	"22540"	"72164"	"94708"
"2013-10-20T03:25:30-04:00"	"2013-10-20T00:25:30-07:00"	"2013-10-20T07:25:35+00:00"	"39.9501538"	"-82.7077691"	"Interstate 70, Pataskala, US-OH, 43062, US"	"126.812"	"2396274"	"13984"	"22540"	"72175"	"94719"
"2013-10-20T03:25:41-04:00"	"2013-10-20T00:25:41-07:00"	"2013-10-20T07:25:47+00:00"	"39.9505373"	"-82.7151068"	"Interstate 70, Pataskala, US-OH, 43062, US"	"131.42"	"2396901"	"13771"	"22540"	"72186"	"94730"
"2013-10-20T03:25:52-04:00"	"2013-10-20T00:25:52-07:00"	"2013-10-20T07:25:55+00:00"	"39.9509478"	"-82.7227368"	"Interstate 70, Pataskala, US-OH, 43062, US"	"133.59"	"2397553"	"13953"	"22540"	"72197"	"94741"
"2013-10-20T03:26:03-04:00"	"2013-10-20T00:26:03-07:00"	"2013-10-20T07:26:08+00:00"	"39.9513171"	"-82.730397"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"128.736"	"2398210"	"13892"	"22540"	"72208"	"94752"
"2013-10-20T03:26:14-04:00"	"2013-10-20T00:26:14-07:00"	"2013-10-20T07:26:18+00:00"	"39.9516846"	"-82.7372858"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"113.323"	"2398801"	"13953"	"22540"	"72219"	"94763"
"2013-10-20T03:26:25-04:00"	"2013-10-20T00:26:25-07:00"	"2013-10-20T07:26:26+00:00"	"39.9516718"	"-82.7434296"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"106.993"	"2399327"	"13953"	"22540"	"72230"	"94774"
"2013-10-20T03:26:36-04:00"	"2013-10-20T00:26:36-07:00"	"2013-10-20T07:26:42+00:00"	"39.9501598"	"-82.7498468"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"124.396"	"2399901"	"13923"	"22540"	"72241"	"94785"
"2013-10-20T03:26:47-04:00"	"2013-10-20T00:26:47-07:00"	"2013-10-20T07:26:51+00:00"	"39.9468593"	"-82.755862"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"127.505"	"2400533"	"13892"	"22540"	"72252"	"94796"
"2013-10-20T03:26:58-04:00"	"2013-10-20T00:26:58-07:00"	"2013-10-20T07:27:01+00:00"	"39.943454"	"-82.7611215"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"117.238"	"2401121"	"13892"	"22540"	"72263"	"94807"
"2013-10-20T03:27:09-04:00"	"2013-10-20T00:27:09-07:00"	"2013-10-20T07:27:10+00:00"	"39.9403561"	"-82.7660578"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"104.51"	"2401666"	"13953"	"22540"	"72274"	"94818"
"2013-10-20T03:27:20-04:00"	"2013-10-20T00:27:20-07:00"	"2013-10-20T07:27:27+00:00"	"39.9382423"	"-82.7713181"	"Interstate 70, Pickerington, US-OH, 43147, US"	"106.858"	"2402174"	"13953"	"22540"	"72285"	"94829"
"2013-10-20T03:27:31-04:00"	"2013-10-20T00:27:31-07:00"	"2013-10-20T07:27:39+00:00"	"39.9366331"	"-82.7777801"	"Interstate 70, Pickerington, US-OH, 43147, US"	"124.821"	"2402752"	"13892"	"22540"	"72296"	"94840"
"2013-10-20T03:27:42-04:00"	"2013-10-20T00:27:42-07:00"	"2013-10-20T07:27:50+00:00"	"39.934962"	"-82.7846063"	"Interstate 70, Pickerington, US-OH, 43147, US"	"120.526"	"2403364"	"13923"	"22540"	"72307"	"94851"
"2013-10-20T03:27:53-04:00"	"2013-10-20T00:27:53-07:00"	"2013-10-20T07:27:56+00:00"	"39.933316"	"-82.7912441"	"I-70, Pickerington, US-OH, 43147, US"	"124.821"	"2403959"	"13923"	"22540"	"72318"	"94862"
"2013-10-20T03:28:04-04:00"	"2013-10-20T00:28:04-07:00"	"2013-10-20T07:28:08+00:00"	"39.9316501"	"-82.7981763"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"121.287"	"2404580"	"13953"	"22540"	"72329"	"94873"
"2013-10-20T03:28:15-04:00"	"2013-10-20T00:28:15-07:00"	"2013-10-20T07:28:16+00:00"	"39.9314483"	"-82.804697"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"111.288"	"2405143"	"13953"	"22540"	"72340"	"94884"
"2013-10-20T03:28:26-04:00"	"2013-10-20T00:28:26-07:00"	"2013-10-20T07:28:30+00:00"	"39.9317993"	"-82.8109725"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"110.907"	"2405680"	"13953"	"22540"	"72351"	"94895"
"2013-10-20T03:28:37-04:00"	"2013-10-20T00:28:37-07:00"	"2013-10-20T07:28:38+00:00"	"39.9321678"	"-82.8169151"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"96.054"	"2406191"	"13953"	"22540"	"72362"	"94906"
"2013-10-20T03:28:48-04:00"	"2013-10-20T00:28:48-07:00"	"2013-10-20T07:28:51+00:00"	"39.9324783"	"-82.822474"	"Interstate 70, Reynoldsburg, US-OH, 43068, US"	"97.5975"	"2406666"	"13953"	"22540"	"72373"	"94917"
"2013-10-20T03:28:59-04:00"	"2013-10-20T00:28:59-07:00"	"2013-10-20T07:29:03+00:00"	"39.9327921"	"-82.8280666"	"East Freeway, Reynoldsburg, US-OH, 43068, US"	"97.1725"	"2407146"	"13953"	"22540"	"72384"	"94928"
"2013-10-20T03:29:10-04:00"	"2013-10-20T00:29:10-07:00"	"2013-10-20T07:29:15+00:00"	"39.9331005"	"-82.833663"	"East Fwy, Reynoldsburg, US-OH, 43068, US"	"97.3067"	"2407625"	"13923"	"22540"	"72395"	"94939"
"2013-10-20T03:29:20-04:00"	"2013-10-20T00:29:20-07:00"	"2013-10-20T07:29:21+00:00"	"39.9333596"	"-82.838329"	"East Fwy, Columbus, US-OH, 43232, US"	"85.6747"	"2408025"	"13923"	"22540"	"72405"	"94949"
"2013-10-20T03:29:37-04:00"	"2013-10-20T00:29:37-07:00"	"2013-10-20T07:29:45+00:00"	"39.9337601"	"-82.846157"	"East Freeway, Columbus, US-OH, 43232, US"	"93.0118"	"2408695"	"13984"	"22540"	"72422"	"94966"
"2013-10-20T03:29:48-04:00"	"2013-10-20T00:29:48-07:00"	"2013-10-20T07:29:51+00:00"	"39.9340671"	"-82.8514881"	"The Outerbelt, Columbus, US-OH, 43232, US"	"92.2065"	"2409151"	"13953"	"22540"	"72433"	"94977"
"2013-10-20T03:29:59-04:00"	"2013-10-20T00:29:59-07:00"	"2013-10-20T07:30:04+00:00"	"39.9343646"	"-82.8568038"	"East Freeway, Columbus, US-OH, 43232, US"	"93.6382"	"2409606"	"13953"	"22540"	"72444"	"94988"
"2013-10-20T03:30:10-04:00"	"2013-10-20T00:30:10-07:00"	"2013-10-20T07:30:17+00:00"	"39.9351003"	"-82.8622345"	"East Freeway, Columbus, US-OH, 43232, US"	"97.7989"	"2410078"	"13953"	"22540"	"72455"	"94999"
"2013-10-20T03:30:21-04:00"	"2013-10-20T00:30:21-07:00"	"2013-10-20T07:30:29+00:00"	"39.9365093"	"-82.8676103"	"East Freeway, Columbus, US-OH, 43227, US"	"98.3581"	"2410564"	"13953"	"22540"	"72466"	"95010"
"2013-10-20T03:30:32-04:00"	"2013-10-20T00:30:32-07:00"	"2013-10-20T07:30:35+00:00"	"39.9371935"	"-82.8731956"	"I-70, Columbus, US-OH, 43227, US"	"98.537"	"2411049"	"13892"	"22540"	"72477"	"95021"
"2013-10-20T03:30:43-04:00"	"2013-10-20T00:30:43-07:00"	"2013-10-20T07:30:47+00:00"	"39.9368325"	"-82.8788536"	"East Freeway, Columbus, US-OH, 43227, US"	"98.4699"	"2411534"	"13923"	"22540"	"72488"	"95032"
"2013-10-20T03:30:54-04:00"	"2013-10-20T00:30:54-07:00"	"2013-10-20T07:30:59+00:00"	"39.936287"	"-82.8846155"	"East Freeway, Columbus, US-OH, 43227, US"	"98.291"	"2412029"	"13923"	"22540"	"72499"	"95043"
"2013-10-20T03:31:04-04:00"	"2013-10-20T00:31:04-07:00"	"2013-10-20T07:31:10+00:00"	"39.9358658"	"-82.8893243"	"I-70, Columbus, US-OH, 43227, US"	"86.2339"	"2412434"	"13923"	"22540"	"72509"	"95053"
"2013-10-20T03:31:29-04:00"	"2013-10-20T00:31:29-07:00"	"2013-10-20T07:31:35+00:00"	"39.933526"	"-82.900413"	"East Fwy, Columbus, US-OH, 43227, US"	"93.571"	"2413416"	"13892"	"22540"	"72534"	"95078"
"2013-10-20T03:31:39-04:00"	"2013-10-20T00:31:39-07:00"	"2013-10-20T07:31:42+00:00"	"39.9323988"	"-82.9048383"	"I-70, Columbus, US-OH, 43227, US"	"90.0367"	"2413814"	"13923"	"22540"	"72544"	"95088"
"2013-10-20T03:31:43-04:00"	"2013-10-20T00:31:43-07:00"	"2013-10-20T07:31:48+00:00"	"39.9320485"	"-82.9066766"	"East Fwy, Columbus, US-OH, 43227, US"	"90.3946"	"2413976"	"13892"	"22540"	"72548"	"95092"
"2013-10-20T03:31:53-04:00"	"2013-10-20T00:31:53-07:00"	"2013-10-20T07:32:00+00:00"	"39.9317486"	"-82.9113516"	"East Fwy, Columbus, US-OH, 43227, US"	"86.2339"	"2414378"	"13923"	"22540"	"72558"	"95102"
"2013-10-20T03:32:03-04:00"	"2013-10-20T00:32:03-07:00"	"2013-10-20T07:32:06+00:00"	"39.9318125"	"-82.9160083"	"East Freeway, Columbus, US-OH, 43227, US"	"91.5802"	"2414775"	"13892"	"22540"	"72568"	"95112"
"2013-10-20T03:32:14-04:00"	"2013-10-20T00:32:14-07:00"	"2013-10-20T07:32:18+00:00"	"39.931893"	"-82.9217216"	"I-70, Columbus, US-OH, 43209, US"	"109.297"	"2415260"	"13862"	"22540"	"72579"	"95123"
"2013-10-20T03:32:25-04:00"	"2013-10-20T00:32:25-07:00"	"2013-10-20T07:32:31+00:00"	"39.9319705"	"-82.9282748"	"East Fwy, Columbus, US-OH, 43209, US"	"109.61"	"2415820"	"13923"	"22540"	"72590"	"95134"
"2013-10-20T03:32:36-04:00"	"2013-10-20T00:32:36-07:00"	"2013-10-20T07:32:43+00:00"	"39.933594"	"-82.9333958"	"East Freeway, Columbus, US-OH, 43209, US"	"93.1237"	"2416308"	"13923"	"22540"	"72601"	"95145"
"2013-10-20T03:32:47-04:00"	"2013-10-20T00:32:47-07:00"	"2013-10-20T07:32:48+00:00"	"39.9373605"	"-82.936448"	"East Freeway, Columbus, US-OH, 43209, US"	"104.823"	"2416801"	"13984"	"22540"	"72612"	"95156"
"2013-10-20T03:32:58-04:00"	"2013-10-20T00:32:58-07:00"	"2013-10-20T07:33:05+00:00"	"39.9413371"	"-82.9395271"	"East Freeway, Columbus, US-OH, 43209, US"	"105.069"	"2417314"	"13892"	"22540"	"72623"	"95167"
"2013-10-20T03:33:09-04:00"	"2013-10-20T00:33:09-07:00"	"2013-10-20T07:33:12+00:00"	"39.9452586"	"-82.9425448"	"East Freeway, Columbus, US-OH, 43209, US"	"101.781"	"2417821"	"13892"	"22540"	"72634"	"95178"
"2013-10-20T03:33:20-04:00"	"2013-10-20T00:33:20-07:00"	"2013-10-20T07:33:25+00:00"	"39.9494976"	"-82.9436333"	"East Freeway, Columbus, US-OH, 43205, US"	"88.2919"	"2418306"	"13892"	"22540"	"72645"	"95189"
"2013-10-20T03:33:30-04:00"	"2013-10-20T00:33:30-07:00"	"2013-10-20T07:33:32+00:00"	"39.9524095"	"-82.9458746"	"East Fwy, Columbus, US-OH, 43205, US"	"84.4443"	"2418694"	"13923"	"22540"	"72655"	"95199"
"2013-10-20T03:35:36-04:00"	"2013-10-20T00:35:36-07:00"	"2013-10-20T07:35:41+00:00"	"39.9539328"	"-82.9914401"	"Interstate 71, Columbus, US-OH, 43215, US"	"85.2496"	"2422648"	"13892"	"22540"	"72781"	"95325"
"2013-10-20T03:35:38-04:00"	"2013-10-20T00:35:38-07:00"	"2013-10-20T07:35:41+00:00"	"39.9538395"	"-82.9923523"	"Interstate 71, Columbus, US-OH, 43206, US"	"88.4708"	"2422726"	"13923"	"22540"	"72783"	"95327"
"2013-10-20T03:36:16-04:00"	"2013-10-20T00:36:16-07:00"	"2013-10-20T07:36:22+00:00"	"39.9530268"	"-83.0098011"	"Interstate 71, Columbus, US-OH, 43215, US"	"91.267"	"2424228"	"13892"	"22540"	"72821"	"95365"
"2013-10-20T03:36:18-04:00"	"2013-10-20T00:36:18-07:00"	"2013-10-20T07:36:22+00:00"	"39.9527865"	"-83.0107311"	"Interstate 71, Columbus, US-OH, 43215, US"	"95.7409"	"2424311"	"13892"	"22540"	"72823"	"95367"
"2013-10-20T03:36:29-04:00"	"2013-10-20T00:36:29-07:00"	"2013-10-20T07:36:34+00:00"	"39.9513203"	"-83.016039"	"Interstate 70, Columbus, US-OH, 43215, US"	"95.6738"	"2424794"	"13923"	"22540"	"72834"	"95378"
"2013-10-20T03:36:39-04:00"	"2013-10-20T00:36:39-07:00"	"2013-10-20T07:36:41+00:00"	"39.950421"	"-83.0205135"	"I-70, Columbus, US-OH, 43222, US"	"63.7974"	"2425192"	"13953"	"22540"	"72844"	"95388"
"2013-10-20T03:36:53-04:00"	"2013-10-20T00:36:53-07:00"	"2013-10-20T07:36:56+00:00"	"39.9494636"	"-83.0256838"	"West Fwy, Columbus, US-OH, 43223, US"	"89.4103"	"2425645"	"13953"	"22540"	"72858"	"95402"
"2013-10-20T03:37:00-04:00"	"2013-10-20T00:37:00-07:00"	"2013-10-20T07:37:06+00:00"	"39.9486528"	"-83.0289681"	"West Fwy, Columbus, US-OH, 43223, US"	"100.908"	"2425938"	"13953"	"22540"	"72865"	"95409"
"2013-10-20T03:37:11-04:00"	"2013-10-20T00:37:11-07:00"	"2013-10-20T07:37:33+00:00"	"39.947794"	"-83.034391"	"West Freeway, Columbus, US-OH, 43223, US"	"91.1552"	"2426418"	"13892"	"22540"	"72876"	"95420"
"2013-10-20T03:37:11-04:00"	"2013-10-20T00:37:11-07:00"	"2013-10-20T07:37:33+00:00"	"39.947794"	"-83.034391"	"West Freeway, Columbus, US-OH, 43223, US"	"91.1552"	"2426418"	"13892"	"22540"	"72876"	"95420"
"2013-10-20T03:37:21-04:00"	"2013-10-20T00:37:21-07:00"	"2013-10-20T07:37:33+00:00"	"39.9493043"	"-83.0383413"	"West Freeway, Columbus, US-OH, 43223, US"	"83.6838"	"2426802"	"13892"	"22540"	"72886"	"95430"
"2013-10-20T03:37:30-04:00"	"2013-10-20T00:37:30-07:00"	"2013-10-20T07:37:33+00:00"	"39.9520693"	"-83.0406278"	"West Freeway, Columbus, US-OH, 43223, US"	"96.3001"	"2427167"	"13892"	"22540"	"72895"	"95439"
"2013-10-20T03:37:41-04:00"	"2013-10-20T00:37:41-07:00"	"2013-10-20T07:37:45+00:00"	"39.95578"	"-83.043621"	"I-70, Columbus, US-OH, 43222, US"	"100.394"	"2427652"	"13892"	"22540"	"72906"	"95450"
"2013-10-20T03:37:52-04:00"	"2013-10-20T00:37:52-07:00"	"2013-10-20T07:37:57+00:00"	"39.9592905"	"-83.0474108"	"West Freeway, Columbus, US-OH, 43223, US"	"110.102"	"2428158"	"13953"	"22540"	"72917"	"95461"
"2013-10-20T03:38:03-04:00"	"2013-10-20T00:38:03-07:00"	"2013-10-20T07:38:10+00:00"	"39.9627255"	"-83.0520705"	"West Fwy, Columbus, US-OH, 43222, US"	"106.187"	"2428710"	"13923"	"22540"	"72928"	"95472"
"2013-10-20T03:38:14-04:00"	"2013-10-20T00:38:14-07:00"	"2013-10-20T07:38:17+00:00"	"39.9654281"	"-83.0567176"	"West Freeway, Columbus, US-OH, 43204, US"	"103.883"	"2429209"	"13953"	"22540"	"72939"	"95483"
"2013-10-20T03:38:24-04:00"	"2013-10-20T00:38:24-07:00"	"2013-10-20T07:38:29+00:00"	"39.9676153"	"-83.0607938"	"West Freeway, Columbus, US-OH, 43204, US"	"86.7931"	"2429637"	"13984"	"22540"	"72949"	"95493"
"2013-10-20T03:38:31-04:00"	"2013-10-20T00:38:31-07:00"	"2013-10-20T07:38:36+00:00"	"39.9685893"	"-83.0638946"	"West Freeway, Columbus, US-OH, 43204, US"	"98.0449"	"2429923"	"13953"	"22540"	"72956"	"95500"
"2013-10-20T03:38:42-04:00"	"2013-10-20T00:38:42-07:00"	"2013-10-20T07:38:48+00:00"	"39.970075"	"-83.0696635"	"West Freeway, Columbus, US-OH, 43204, US"	"107.373"	"2430444"	"13892"	"22540"	"72967"	"95511"
"2013-10-20T03:38:53-04:00"	"2013-10-20T00:38:53-07:00"	"2013-10-20T07:38:54+00:00"	"39.9718423"	"-83.0752966"	"West Freeway, Columbus, US-OH, 43204, US"	"105.382"	"2430963"	"13953"	"22540"	"72978"	"95522"
"2013-10-20T03:39:04-04:00"	"2013-10-20T00:39:04-07:00"	"2013-10-20T07:39:11+00:00"	"39.9732288"	"-83.0810606"	"West Freeway, Columbus, US-OH, 43204, US"	"104.622"	"2431479"	"13953"	"22540"	"72989"	"95533"
"2013-10-20T03:39:15-04:00"	"2013-10-20T00:39:15-07:00"	"2013-10-20T07:39:17+00:00"	"39.9740223"	"-83.0873513"	"West Freeway, Columbus, US-OH, 43204, US"	"116.186"	"2432020"	"13892"	"22540"	"73000"	"95544"
"2013-10-20T03:39:26-04:00"	"2013-10-20T00:39:26-07:00"	"2013-10-20T07:39:30+00:00"	"39.9742115"	"-83.0931713"	"West Freeway, Columbus, US-OH, 43204, US"	"94.7566"	"2432519"	"13892"	"22540"	"73011"	"95555"
"2013-10-20T03:39:37-04:00"	"2013-10-20T00:39:37-07:00"	"2013-10-20T07:39:38+00:00"	"39.9747108"	"-83.0986033"	"West Freeway, Columbus, US-OH, 43204, US"	"93.0118"	"2432986"	"13923"	"22540"	"73022"	"95566"
"2013-10-20T03:39:47-04:00"	"2013-10-20T00:39:47-07:00"	"2013-10-20T07:39:54+00:00"	"39.9753053"	"-83.1031481"	"West Freeway, Columbus, US-OH, 43228, US"	"88.0906"	"2433382"	"13953"	"22540"	"73032"	"95576"
"2013-10-20T03:39:53-04:00"	"2013-10-20T00:39:53-07:00"	"2013-10-20T07:39:54+00:00"	"39.9756966"	"-83.1059828"	"West Fwy, Columbus, US-OH, 43204, US"	"93.4368"	"2433628"	"13923"	"22540"	"73038"	"95582"
"2013-10-20T03:40:04-04:00"	"2013-10-20T00:40:04-07:00"	"2013-10-20T07:40:08+00:00"	"39.9763073"	"-83.1113175"	"West Fwy, Columbus, US-OH, 43228, US"	"94.0632"	"2434089"	"13953"	"22540"	"73049"	"95593"
"2013-10-20T03:40:15-04:00"	"2013-10-20T00:40:15-07:00"	"2013-10-20T07:40:21+00:00"	"39.9765038"	"-83.1167936"	"West Freeway, Columbus, US-OH, 43228, US"	"95.1816"	"2434557"	"13892"	"22540"	"73060"	"95604"
"2013-10-20T03:40:26-04:00"	"2013-10-20T00:40:26-07:00"	"2013-10-20T07:40:33+00:00"	"39.9766428"	"-83.1222856"	"West Freeway, Columbus, US-OH, 43228, US"	"95.4948"	"2435027"	"13892"	"22540"	"73071"	"95615"
"2013-10-20T03:40:37-04:00"	"2013-10-20T00:40:37-07:00"	"2013-10-20T07:40:40+00:00"	"39.9767853"	"-83.1278428"	"West Fwy, Columbus, US-OH, 43228, US"	"97.0383"	"2435502"	"13923"	"22540"	"73082"	"95626"
"2013-10-20T03:40:48-04:00"	"2013-10-20T00:40:48-07:00"	"2013-10-20T07:40:53+00:00"	"39.976921"	"-83.1334393"	"West Freeway, Columbus, US-OH, 43228, US"	"97.7317"	"2435980"	"13953"	"22540"	"73093"	"95637"
"2013-10-20T03:40:59-04:00"	"2013-10-20T00:40:59-07:00"	"2013-10-20T07:41:00+00:00"	"39.9770586"	"-83.139035"	"West Fwy, Columbus, US-OH, 43228, US"	"96.9265"	"2436459"	"13953"	"22540"	"73104"	"95648"
"2013-10-20T03:41:10-04:00"	"2013-10-20T00:41:10-07:00"	"2013-10-20T07:41:13+00:00"	"39.9771995"	"-83.144626"	"West Freeway, Columbus, US-OH, 43228, US"	"97.3067"	"2436937"	"13953"	"22540"	"73115"	"95659"
"2013-10-20T03:41:21-04:00"	"2013-10-20T00:41:21-07:00"	"2013-10-20T07:41:25+00:00"	"39.9773363"	"-83.1502208"	"Hilliard Rome Rd & Interstate 70, Columbus, US-OH, 43228, US"	"97.2396"	"2437415"	"13892"	"22540"	"73126"	"95670"
"2013-10-20T03:41:32-04:00"	"2013-10-20T00:41:32-07:00"	"2013-10-20T07:41:37+00:00"	"39.9775673"	"-83.1558078"	"West Freeway, Columbus, US-OH, 43228, US"	"97.3067"	"2437893"	"13984"	"22540"	"73137"	"95681"
"2013-10-20T03:41:43-04:00"	"2013-10-20T00:41:43-07:00"	"2013-10-20T07:41:48+00:00"	"39.977841"	"-83.1616245"	"West Freeway, Columbus, US-OH, 43228, US"	"108.782"	"2438390"	"13923"	"22540"	"73148"	"95692"
"2013-10-20T03:41:54-04:00"	"2013-10-20T00:41:54-07:00"	"2013-10-20T07:41:58+00:00"	"39.9781951"	"-83.1683293"	"West Freeway, Columbus, US-OH, 43228, US"	"121.645"	"2438964"	"13953"	"22540"	"73159"	"95703"
