"Reported At (US/Eastern)"	"Reported At (US/Pacific)"	"Recieved At (Etc/UTC)"	"Latitude"	"Longitude"	"Location Name"	"Speed"	"0: GPS Odo (m)"	"1: Batt Volt (mV)"	"2: Idle Time (s)"	"4: In Motion Time (s)"	"5: Engine Runtime (s)"
"2013-10-19T21:55:17-04:00"	"2013-10-19T18:55:17-07:00"	"2013-10-20T01:55:20+00:00"	"40.7447106"	"-73.981158"	"133 E 31st St, New York, US-NY, 10016, US"	"0.0447387"	"1567398"	"13892"	"21803"	"53099"	"74906"
"2013-10-19T22:00:39-04:00"	"2013-10-19T19:00:39-07:00"	"2013-10-20T02:00:45+00:00"	"40.7465785"	"-73.9860391"	"295-299 5th Avenue, New York, US-NY, 10016, US"	"4.27255"	"1567795"	"13984"	"22073"	"53151"	"75228"
"2013-10-19T22:02:33-04:00"	"2013-10-19T19:02:33-07:00"	"2013-10-20T02:02:42+00:00"	"40.7473741"	"-73.987624"	"35 W 31st St, New York, US-NY, 10001, US"	"0.111847"	"1567925"	"13862"	"22175"	"53163"	"75342"
"2013-10-19T22:03:41-04:00"	"2013-10-19T19:03:41-07:00"	"2013-10-20T02:03:44+00:00"	"40.747623"	"-73.9887216"	"54 W 31st St, New York, US-NY, 10001, US"	"0.178955"	"1568005"	"13862"	"22232"	"53174"	"75410"
"2013-10-19T22:06:09-04:00"	"2013-10-19T19:06:09-07:00"	"2013-10-20T02:06:13+00:00"	"40.7503293"	"-73.9946203"	"243-299 West 31st Street, New York, US-NY, 10001, US"	"0.111847"	"1568562"	"13832"	"22320"	"53234"	"75558"
"2013-10-19T22:08:56-04:00"	"2013-10-19T19:08:56-07:00"	"2013-10-20T02:09:00+00:00"	"40.7549568"	"-73.9972255"	"New York, US-NY, 10018, US"	"39.8846"	"1569291"	"13984"	"22410"	"53310"	"75724"
"2013-10-19T22:12:09-04:00"	"2013-10-19T19:12:09-07:00"	"2013-10-20T02:12:16+00:00"	"40.7628718"	"-74.0243886"	"New Jersey 495, Weehawken, US-NJ, 07086, US"	"33.5988"	"1570071"	"13984"	"22462"	"53451"	"75917"
"2013-10-19T22:13:44-04:00"	"2013-10-19T19:13:44-07:00"	"2013-10-20T02:13:46+00:00"	"40.7721843"	"-74.0312966"	"New Jersey 495, Union City, US-NJ, 07087, US"	"54.7378"	"1571729"	"13892"	"22462"	"53547"	"76013"
"2013-10-19T22:15:59-04:00"	"2013-10-19T19:15:59-07:00"	"2013-10-20T02:16:05+00:00"	"40.7700878"	"-74.063064"	"New Jersey Turnpike, Secaucus, US-NJ, 07094, US"	"80.7087"	"1575376"	"13953"	"22462"	"53682"	"76148"
"2013-10-19T22:16:26-04:00"	"2013-10-19T19:16:26-07:00"	"2013-10-20T02:16:29+00:00"	"40.7645276"	"-74.0710096"	"New Jersey Turnpike, Secaucus, US-NJ, 07094, US"	"87.2853"	"1576298"	"14014"	"22462"	"53709"	"76175"
"2013-10-19T22:16:31-04:00"	"2013-10-19T19:16:31-07:00"	"2013-10-20T02:16:35+00:00"	"40.7636288"	"-74.0730088"	"Seaview Dr, Jersey City, US-NJ, 07094, US"	"86.2339"	"1576494"	"14014"	"22462"	"53714"	"76180"
"2013-10-19T22:18:55-04:00"	"2013-10-19T19:18:55-07:00"	"2013-10-20T02:19:00+00:00"	"40.7488111"	"-74.118701"	"New Jersey Turnpike, Kearny, US-NJ, 07032, US"	"82.0732"	"1580811"	"13984"	"22462"	"53858"	"76324"
"2013-10-19T22:19:30-04:00"	"2013-10-19T19:19:30-07:00"	"2013-10-20T02:19:36+00:00"	"40.7384486"	"-74.1234988"	"New Jersey Turnpike, Newark, US-NJ, 07105, US"	"90.5959"	"1582046"	"14014"	"22462"	"53893"	"76359"
"2013-10-19T22:19:40-04:00"	"2013-10-19T19:19:40-07:00"	"2013-10-20T02:19:43+00:00"	"40.7349111"	"-74.1237023"	"U.S. 9, Newark, US-NJ, 07105, US"	"86.4128"	"1582440"	"13953"	"22462"	"53903"	"76369"
"2013-10-19T22:20:02-04:00"	"2013-10-19T19:20:02-07:00"	"2013-10-20T02:20:07+00:00"	"40.7285596"	"-74.1287253"	"New Jersey Turnpike, Newark, US-NJ, 07105, US"	"94.0632"	"1583281"	"13953"	"22462"	"53925"	"76391"
"2013-10-19T22:20:12-04:00"	"2013-10-19T19:20:12-07:00"	"2013-10-20T02:20:14+00:00"	"40.7259198"	"-74.131788"	"New Jersey Turnpike, Newark, US-NJ, 07105, US"	"74.6689"	"1583674"	"13923"	"22462"	"53935"	"76401"
"2013-10-19T22:21:18-04:00"	"2013-10-19T19:21:18-07:00"	"2013-10-20T02:21:21+00:00"	"40.7110265"	"-74.1479941"	"New Jersey Turnpike, Newark, US-NJ, 07114, US"	"84.1759"	"1585911"	"14014"	"22462"	"54001"	"76467"
"2013-10-19T22:22:04-04:00"	"2013-10-19T19:22:04-07:00"	"2013-10-20T02:22:09+00:00"	"40.7100345"	"-74.1610535"	"Interstate 78 Express, Newark, US-NJ, 07114, US"	"76.1677"	"1587180"	"14014"	"22462"	"54047"	"76513"
"2013-10-19T22:22:15-04:00"	"2013-10-19T19:22:15-07:00"	"2013-10-20T02:22:18+00:00"	"40.7107606"	"-74.1656173"	"Interstate 78 Express & U.S. 1 Truck, Newark, US-NJ, 07114, US"	"80.6416"	"1587574"	"13984"	"22462"	"54058"	"76524"
"2013-10-19T22:22:51-04:00"	"2013-10-19T19:22:51-07:00"	"2013-10-20T02:22:55+00:00"	"40.7102413"	"-74.1819763"	"Interstate 78 Express, Newark, US-NJ, 07114, US"	"88.5379"	"1588966"	"13953"	"22462"	"54094"	"76560"
"2013-10-19T22:23:09-04:00"	"2013-10-19T19:23:09-07:00"	"2013-10-20T02:23:13+00:00"	"40.7086778"	"-74.1899951"	"Interstate 78 Express, Newark, US-NJ, 07114, US"	"92.3184"	"1589670"	"14014"	"22462"	"54112"	"76578"
"2013-10-19T22:23:19-04:00"	"2013-10-19T19:23:19-07:00"	"2013-10-20T02:23:20+00:00"	"40.7097371"	"-74.1943831"	"Interstate 78 Express, Newark, US-NJ, 07114, US"	"87.7998"	"1590065"	"13953"	"22462"	"54122"	"76588"
"2013-10-19T22:23:30-04:00"	"2013-10-19T19:23:30-07:00"	"2013-10-20T02:23:38+00:00"	"40.7120391"	"-74.1987255"	"Interstate 78 Express, Newark, US-NJ, 07112, US"	"92.4526"	"1590510"	"13984"	"22462"	"54133"	"76599"
"2013-10-19T22:23:41-04:00"	"2013-10-19T19:23:41-07:00"	"2013-10-20T02:23:45+00:00"	"40.7143378"	"-74.2030866"	"Interstate 78 Express, Newark, US-NJ, 07112, US"	"90.4617"	"1590959"	"13984"	"22462"	"54144"	"76610"
"2013-10-19T22:23:51-04:00"	"2013-10-19T19:23:51-07:00"	"2013-10-20T02:23:56+00:00"	"40.7158015"	"-74.2073191"	"Interstate 78 Express, Newark, US-NJ, 07112, US"	"86.7931"	"1591354"	"14014"	"22462"	"54154"	"76620"
"2013-10-19T22:24:17-04:00"	"2013-10-19T19:24:17-07:00"	"2013-10-20T02:24:25+00:00"	"40.7160978"	"-74.218901"	"Interstate 78 Express, Newark, US-NJ, 07112, US"	"91.9604"	"1592346"	"13953"	"22462"	"54180"	"76646"
"2013-10-19T22:24:28-04:00"	"2013-10-19T19:24:28-07:00"	"2013-10-20T02:24:32+00:00"	"40.7141056"	"-74.2234951"	"Interstate 78 Express, Newark, US-NJ, 07112, US"	"90.6407"	"1592794"	"14014"	"22462"	"54191"	"76657"
"2013-10-19T22:24:39-04:00"	"2013-10-19T19:24:39-07:00"	"2013-10-20T02:24:43+00:00"	"40.7110588"	"-74.2271208"	"Interstate 78 Express, Hillside, US-NJ, 07205, US"	"93.325"	"1593249"	"13984"	"22462"	"54202"	"76668"
"2013-10-19T22:24:49-04:00"	"2013-10-19T19:24:49-07:00"	"2013-10-20T02:24:50+00:00"	"40.7086291"	"-74.2306426"	"376-390 Winans Avenue, Irvington, US-NJ, 07111, US"	"90.7749"	"1593652"	"14014"	"22462"	"54212"	"76678"
"2013-10-19T22:24:52-04:00"	"2013-10-19T19:24:52-07:00"	"2013-10-20T02:24:55+00:00"	"40.7079791"	"-74.2319078"	"Interstate 78 Express, Newark, US-NJ, 07112, US"	"97.5528"	"1593780"	"14014"	"22462"	"54215"	"76681"
"2013-10-19T22:25:03-04:00"	"2013-10-19T19:25:03-07:00"	"2013-10-20T02:25:11+00:00"	"40.7058698"	"-74.2366893"	"Interstate 78 Express, Hillside, US-NJ, 07205, US"	"87.5313"	"1594250"	"14044"	"22462"	"54226"	"76692"
"2013-10-19T22:25:13-04:00"	"2013-10-19T19:25:13-07:00"	"2013-10-20T02:25:17+00:00"	"40.7051603"	"-74.2408356"	"Interstate 78 Express, Hillside, US-NJ, 07205, US"	"75.7427"	"1594611"	"14014"	"22462"	"54236"	"76702"
"2013-10-19T22:25:39-04:00"	"2013-10-19T19:25:39-07:00"	"2013-10-20T02:25:42+00:00"	"40.7065248"	"-74.2518973"	"Interstate 78 Express, Union, US-NJ, 07083, US"	"97.9778"	"1595563"	"14014"	"22462"	"54262"	"76728"
"2013-10-19T22:25:50-04:00"	"2013-10-19T19:25:50-07:00"	"2013-10-20T02:25:55+00:00"	"40.7079365"	"-74.2571838"	"Interstate 78 Express, Union, US-NJ, 07083, US"	"97.0383"	"1596039"	"13984"	"22462"	"54273"	"76739"
"2013-10-19T22:26:01-04:00"	"2013-10-19T19:26:01-07:00"	"2013-10-20T02:26:04+00:00"	"40.7097445"	"-74.2621256"	"Interstate 78 Express, Union, US-NJ, 07083, US"	"91.1552"	"1596502"	"14014"	"22462"	"54284"	"76750"
"2013-10-19T22:26:12-04:00"	"2013-10-19T19:26:12-07:00"	"2013-10-20T02:26:16+00:00"	"40.7115943"	"-74.266842"	"Interstate 78, Vauxhall, US-NJ, 07088, US"	"89.3432"	"1596951"	"13953"	"22462"	"54295"	"76761"
"2013-10-19T22:26:22-04:00"	"2013-10-19T19:26:22-07:00"	"2013-10-20T02:26:23+00:00"	"40.7128311"	"-74.2708513"	"Interstate 78, Vauxhall, US-NJ, 07088, US"	"84.0641"	"1597320"	"14014"	"22462"	"54305"	"76771"
"2013-10-19T22:26:33-04:00"	"2013-10-19T19:26:33-07:00"	"2013-10-20T02:26:36+00:00"	"40.7138088"	"-74.275877"	"Interstate 78 Express, Union, US-NJ, 07083, US"	"95.1145"	"1597758"	"14014"	"22462"	"54316"	"76782"
"2013-10-19T22:26:44-04:00"	"2013-10-19T19:26:44-07:00"	"2013-10-20T02:26:49+00:00"	"40.7142961"	"-74.2815263"	"Interstate 78 Express, Vauxhall, US-NJ, 07088, US"	"95.9869"	"1598238"	"14014"	"22462"	"54327"	"76793"
"2013-10-19T22:26:55-04:00"	"2013-10-19T19:26:55-07:00"	"2013-10-20T02:27:02+00:00"	"40.7144673"	"-74.2869895"	"Interstate 78 Express, Union, US-NJ, 07083, US"	"91.1999"	"1598701"	"13984"	"22462"	"54338"	"76804"
"2013-10-19T22:27:05-04:00"	"2013-10-19T19:27:05-07:00"	"2013-10-20T02:27:09+00:00"	"40.7144571"	"-74.2914008"	"Interstate 78 Express, Union, US-NJ, 07083, US"	"72.1859"	"1599076"	"14014"	"22462"	"54348"	"76814"
"2013-10-19T22:27:23-04:00"	"2013-10-19T19:27:23-07:00"	"2013-10-20T02:27:29+00:00"	"40.714089"	"-74.299175"	"Interstate 78 Express, Millburn, US-NJ, 07041, US"	"90.3275"	"1599732"	"14014"	"22462"	"54366"	"76832"
"2013-10-19T22:27:34-04:00"	"2013-10-19T19:27:34-07:00"	"2013-10-20T02:27:35+00:00"	"40.7136768"	"-74.3047383"	"Interstate 78 Express, Springfield Township, US-NJ, 07081, US"	"96.233"	"1600202"	"13923"	"22462"	"54377"	"76843"
"2013-10-19T22:27:44-04:00"	"2013-10-19T19:27:44-07:00"	"2013-10-20T02:27:46+00:00"	"40.7133123"	"-74.3094966"	"Interstate 78 Express, Springfield Township, US-NJ, 07081, US"	"84.243"	"1600607"	"14014"	"22462"	"54387"	"76853"
"2013-10-19T22:28:27-04:00"	"2013-10-19T19:28:27-07:00"	"2013-10-20T02:28:34+00:00"	"40.7116488"	"-74.3261208"	"Interstate 78, Springfield Township, US-NJ, 07081, US"	"84.9365"	"1602025"	"13984"	"22462"	"54430"	"76896"
"2013-10-19T22:28:58-04:00"	"2013-10-19T19:28:58-07:00"	"2013-10-20T02:29:04+00:00"	"40.7071233"	"-74.3390856"	"Interstate 78, Springfield Township, US-NJ, 07081, US"	"98.291"	"1603237"	"13923"	"22462"	"54461"	"76927"
"2013-10-19T22:29:09-04:00"	"2013-10-19T19:29:09-07:00"	"2013-10-20T02:29:15+00:00"	"40.70424"	"-74.3436018"	"Interstate 78, Springfield Township, US-NJ, 07081, US"	"100.662"	"1603735"	"14014"	"22462"	"54472"	"76938"
"2013-10-19T22:29:20-04:00"	"2013-10-19T19:29:20-07:00"	"2013-10-20T02:29:27+00:00"	"40.7017866"	"-74.3484056"	"Interstate 78, Springfield Township, US-NJ, 07081, US"	"100.841"	"1604226"	"14014"	"22462"	"54483"	"76949"
"2013-10-19T22:29:31-04:00"	"2013-10-19T19:29:31-07:00"	"2013-10-20T02:29:33+00:00"	"40.7004886"	"-74.3539275"	"Interstate 78, Springfield Township, US-NJ, 07081, US"	"96.1883"	"1604717"	"14014"	"22462"	"54494"	"76960"
"2013-10-19T22:29:42-04:00"	"2013-10-19T19:29:42-07:00"	"2013-10-20T02:29:46+00:00"	"40.699941"	"-74.3594591"	"Interstate 78, Springfield Township, US-NJ, 07081, US"	"95.808"	"1605188"	"13984"	"22462"	"54505"	"76971"
"2013-10-19T22:29:53-04:00"	"2013-10-19T19:29:53-07:00"	"2013-10-20T02:29:58+00:00"	"40.6987285"	"-74.3647346"	"Interstate 78, Springfield Township, US-NJ, 07081, US"	"99.0963"	"1605656"	"14014"	"22462"	"54516"	"76982"
"2013-10-19T22:30:04-04:00"	"2013-10-19T19:30:04-07:00"	"2013-10-20T02:30:11+00:00"	"40.6965498"	"-74.3697693"	"Interstate 78, Summit, US-NJ, 07901, US"	"101.333"	"1606145"	"14014"	"22462"	"54527"	"76993"
"2013-10-19T22:30:15-04:00"	"2013-10-19T19:30:15-07:00"	"2013-10-20T02:30:18+00:00"	"40.6940751"	"-74.3741908"	"Interstate 78, Summit, US-NJ, 07901, US"	"88.7169"	"1606610"	"13953"	"22462"	"54538"	"77004"
"2013-10-19T22:30:23-04:00"	"2013-10-19T19:30:23-07:00"	"2013-10-20T02:30:24+00:00"	"40.6921018"	"-74.3770165"	"Interstate 78, Summit, US-NJ, 07901, US"	"93.3921"	"1606933"	"14014"	"22462"	"54546"	"77012"
"2013-10-19T22:30:34-04:00"	"2013-10-19T19:30:34-07:00"	"2013-10-20T02:30:38+00:00"	"40.6890031"	"-74.3813315"	"Interstate 78, Summit, US-NJ, 07901, US"	"107.977"	"1607432"	"14044"	"22462"	"54557"	"77023"
"2013-10-19T22:30:45-04:00"	"2013-10-19T19:30:45-07:00"	"2013-10-20T02:30:46+00:00"	"40.6859448"	"-74.3857143"	"Interstate 78, New Providence, US-NJ, 07974, US"	"99.9016"	"1607935"	"13984"	"22462"	"54568"	"77034"
"2013-10-19T22:30:56-04:00"	"2013-10-19T19:30:56-07:00"	"2013-10-20T02:31:02+00:00"	"40.6833711"	"-74.390247"	"Interstate 78, New Providence, US-NJ, 07974, US"	"95.0698"	"1608414"	"14014"	"22462"	"54579"	"77045"
"2013-10-19T22:31:07-04:00"	"2013-10-19T19:31:07-07:00"	"2013-10-20T02:31:08+00:00"	"40.680959"	"-74.3948465"	"Interstate 78, New Providence, US-NJ, 07974, US"	"101.892"	"1608886"	"14014"	"22462"	"54590"	"77056"
"2013-10-19T22:31:18-04:00"	"2013-10-19T19:31:18-07:00"	"2013-10-20T02:31:21+00:00"	"40.6780698"	"-74.3998128"	"McMane Ave, New Providence, US-NJ, 07974, US"	"110.348"	"1609414"	"13923"	"22462"	"54601"	"77067"
"2013-10-19T22:31:29-04:00"	"2013-10-19T19:31:29-07:00"	"2013-10-20T02:31:34+00:00"	"40.6747475"	"-74.4045198"	"Interstate 78, Berkeley Heights, US-NJ, 07922, US"	"109.722"	"1609956"	"14014"	"22462"	"54612"	"77078"
"2013-10-19T22:31:40-04:00"	"2013-10-19T19:31:40-07:00"	"2013-10-20T02:31:46+00:00"	"40.6713405"	"-74.4085428"	"Interstate 78, Berkeley Heights, US-NJ, 07922, US"	"95.1145"	"1610465"	"14014"	"22462"	"54623"	"77089"
"2013-10-19T22:31:50-04:00"	"2013-10-19T19:31:50-07:00"	"2013-10-20T02:31:52+00:00"	"40.668699"	"-74.4117836"	"Interstate 78, Berkeley Heights, US-NJ, 07922, US"	"86.6142"	"1610868"	"13953"	"22462"	"54633"	"77099"
"2013-10-19T22:31:58-04:00"	"2013-10-19T19:31:58-07:00"	"2013-10-20T02:31:59+00:00"	"40.6666938"	"-74.4145415"	"Interstate 78, Berkeley Heights, US-NJ, 07922, US"	"91.6473"	"1611189"	"13923"	"22462"	"54641"	"77107"
"2013-10-19T22:32:09-04:00"	"2013-10-19T19:32:09-07:00"	"2013-10-20T02:32:12+00:00"	"40.6643438"	"-74.4190051"	"Interstate 78, Berkeley Heights, US-NJ, 07922, US"	"91.446"	"1611649"	"14014"	"22462"	"54652"	"77118"
"2013-10-19T22:32:20-04:00"	"2013-10-19T19:32:20-07:00"	"2013-10-20T02:32:21+00:00"	"40.662747"	"-74.4240526"	"Interstate 78, Berkeley Heights, US-NJ, 07922, US"	"96.1883"	"1612111"	"14014"	"22462"	"54663"	"77129"
"2013-10-19T22:32:31-04:00"	"2013-10-19T19:32:31-07:00"	"2013-10-20T02:32:35+00:00"	"40.6624885"	"-74.429403"	"Interstate 78, Watchung, US-NJ, 07069, US"	"91.5802"	"1612567"	"14014"	"22462"	"54674"	"77140"
"2013-10-19T22:32:41-04:00"	"2013-10-19T19:32:41-07:00"	"2013-10-20T02:32:42+00:00"	"40.6617038"	"-74.4337858"	"Interstate 78, Watchung, US-NJ, 07069, US"	"85.2944"	"1612952"	"13984"	"22462"	"54684"	"77150"
"2013-10-19T22:32:54-04:00"	"2013-10-19T19:32:54-07:00"	"2013-10-20T02:33:01+00:00"	"40.6589108"	"-74.4386236"	"Interstate 78, Watchung, US-NJ, 07069, US"	"97.5528"	"1613465"	"14014"	"22462"	"54697"	"77163"
"2013-10-19T22:33:05-04:00"	"2013-10-19T19:33:05-07:00"	"2013-10-20T02:33:06+00:00"	"40.6562973"	"-74.4432701"	"Interstate 78, Watchung, US-NJ, 07069, US"	"99.4766"	"1613954"	"14044"	"22462"	"54708"	"77174"
"2013-10-19T22:33:16-04:00"	"2013-10-19T19:33:16-07:00"	"2013-10-20T02:33:21+00:00"	"40.6540411"	"-74.4479093"	"Interstate 78, Watchung, US-NJ, 07069, US"	"88.2248"	"1614420"	"14014"	"22462"	"54719"	"77185"
"2013-10-19T22:33:26-04:00"	"2013-10-19T19:33:26-07:00"	"2013-10-20T02:33:27+00:00"	"40.6525931"	"-74.4513961"	"Interstate 78, Warren, US-NJ, 07059, US"	"73.9307"	"1614758"	"13953"	"22462"	"54729"	"77195"
"2013-10-19T22:33:33-04:00"	"2013-10-19T19:33:33-07:00"	"2013-10-20T02:33:34+00:00"	"40.651889"	"-74.4542343"	"Interstate 78, Warren, US-NJ, 07059, US"	"85.2944"	"1615010"	"14014"	"22462"	"54736"	"77202"
"2013-10-19T22:33:42-04:00"	"2013-10-19T19:33:42-07:00"	"2013-10-20T02:33:46+00:00"	"40.6515621"	"-74.4584793"	"Interstate 78, Warren, US-NJ, 07059, US"	"91.267"	"1615370"	"13984"	"22462"	"54745"	"77211"
"2013-10-19T22:33:52-04:00"	"2013-10-19T19:33:52-07:00"	"2013-10-20T02:33:53+00:00"	"40.6515266"	"-74.4632671"	"Interstate 78, Warren, US-NJ, 07059, US"	"89.0301"	"1615774"	"13953"	"22462"	"54755"	"77221"
"2013-10-19T22:33:59-04:00"	"2013-10-19T19:33:59-07:00"	"2013-10-20T02:34:04+00:00"	"40.6512528"	"-74.4666053"	"Interstate 78, Warren, US-NJ, 07059, US"	"91.5802"	"1616058"	"14014"	"22462"	"54762"	"77228"
"2013-10-19T22:34:10-04:00"	"2013-10-19T19:34:10-07:00"	"2013-10-20T02:34:18+00:00"	"40.6504465"	"-74.4720271"	"Interstate 78, Warren, US-NJ, 07059, US"	"99.4766"	"1616524"	"13953"	"22462"	"54773"	"77239"
"2013-10-19T22:34:21-04:00"	"2013-10-19T19:34:21-07:00"	"2013-10-20T02:34:26+00:00"	"40.6495596"	"-74.477793"	"Interstate 78, Warren, US-NJ, 07059, US"	"99.4766"	"1617020"	"13953"	"22462"	"54784"	"77250"
"2013-10-19T22:34:32-04:00"	"2013-10-19T19:34:32-07:00"	"2013-10-20T02:34:33+00:00"	"40.6492225"	"-74.4836813"	"Interstate 78, Warren, US-NJ, 07059, US"	"101.781"	"1617520"	"14014"	"22462"	"54795"	"77261"
"2013-10-19T22:34:43-04:00"	"2013-10-19T19:34:43-07:00"	"2013-10-20T02:34:50+00:00"	"40.6487363"	"-74.4895638"	"Interstate 78, Warren, US-NJ, 07059, US"	"99.5437"	"1618020"	"14014"	"22462"	"54806"	"77272"
"2013-10-19T22:34:54-04:00"	"2013-10-19T19:34:54-07:00"	"2013-10-20T02:34:56+00:00"	"40.6480316"	"-74.495046"	"Interstate 78, Warren, US-NJ, 07059, US"	"95.3159"	"1618491"	"14014"	"22462"	"54817"	"77283"
"2013-10-19T22:35:04-04:00"	"2013-10-19T19:35:04-07:00"	"2013-10-20T02:35:08+00:00"	"40.6473645"	"-74.4998458"	"Interstate 78, Warren, US-NJ, 07059, US"	"88.963"	"1618904"	"14014"	"22462"	"54827"	"77293"
"2013-10-19T22:35:28-04:00"	"2013-10-19T19:35:28-07:00"	"2013-10-20T02:35:35+00:00"	"40.6476271"	"-74.5109"	"Interstate 78, Warren, US-NJ, 07059, US"	"90.3946"	"1619842"	"13953"	"22462"	"54851"	"77317"
"2013-10-19T22:35:38-04:00"	"2013-10-19T19:35:38-07:00"	"2013-10-20T02:35:41+00:00"	"40.6481421"	"-74.515571"	"Interstate 78, Warren, US-NJ, 07059, US"	"87.2405"	"1620241"	"14014"	"22462"	"54861"	"77327"
"2013-10-19T22:36:28-04:00"	"2013-10-19T19:36:28-07:00"	"2013-10-20T02:36:33+00:00"	"40.6470185"	"-74.5384108"	"Interstate 78, Warren, US-NJ, 07059, US"	"92.3855"	"1622177"	"14014"	"22462"	"54911"	"77377"
"2013-10-19T22:36:39-04:00"	"2013-10-19T19:36:39-07:00"	"2013-10-20T02:36:40+00:00"	"40.6466843"	"-74.543755"	"Interstate 78, Warren, US-NJ, 07059, US"	"91.6473"	"1622630"	"14014"	"22462"	"54922"	"77388"
"2013-10-19T22:36:50-04:00"	"2013-10-19T19:36:50-07:00"	"2013-10-20T02:36:57+00:00"	"40.6464573"	"-74.5490616"	"Interstate 78, Warren, US-NJ, 07059, US"	"91.9604"	"1623079"	"14014"	"22462"	"54933"	"77399"
"2013-10-19T22:37:00-04:00"	"2013-10-19T19:37:00-07:00"	"2013-10-20T02:37:04+00:00"	"40.6464055"	"-74.5538645"	"Interstate 78, Warren, US-NJ, 07059, US"	"89.209"	"1623485"	"14014"	"22462"	"54943"	"77409"
"2013-10-19T22:37:21-04:00"	"2013-10-19T19:37:21-07:00"	"2013-10-20T02:37:24+00:00"	"40.6463493"	"-74.5636106"	"Interstate 78, Warren, US-NJ, 07059, US"	"94.5553"	"1624308"	"14014"	"22462"	"54964"	"77430"
"2013-10-19T22:37:32-04:00"	"2013-10-19T19:37:32-07:00"	"2013-10-20T02:37:36+00:00"	"40.6466661"	"-74.5691983"	"Interstate 78, Warren, US-NJ, 07059, US"	"94.8014"	"1624782"	"13953"	"22462"	"54975"	"77441"
"2013-10-19T22:37:43-04:00"	"2013-10-19T19:37:43-07:00"	"2013-10-20T02:37:50+00:00"	"40.6469961"	"-74.5745271"	"Interstate 78, Warren, US-NJ, 07059, US"	"89.6564"	"1625235"	"13984"	"22462"	"54986"	"77452"
"2013-10-19T22:37:53-04:00"	"2013-10-19T19:37:53-07:00"	"2013-10-20T02:37:56+00:00"	"40.6469885"	"-74.5793175"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"92.6986"	"1625639"	"14044"	"22462"	"54996"	"77462"
"2013-10-19T22:37:53-04:00"	"2013-10-19T19:37:53-07:00"	"2013-10-20T02:37:56+00:00"	"40.6469885"	"-74.5793175"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"92.6986"	"1625639"	"14044"	"22462"	"54996"	"77462"
"2013-10-19T22:38:04-04:00"	"2013-10-19T19:38:04-07:00"	"2013-10-20T02:38:07+00:00"	"40.6466573"	"-74.5846673"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"93.6829"	"1626093"	"14014"	"22462"	"55007"	"77473"
"2013-10-19T22:38:15-04:00"	"2013-10-19T19:38:15-07:00"	"2013-10-20T02:38:19+00:00"	"40.6462726"	"-74.5901455"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"93.325"	"1626558"	"13923"	"22462"	"55018"	"77484"
"2013-10-19T22:38:26-04:00"	"2013-10-19T19:38:26-07:00"	"2013-10-20T02:38:34+00:00"	"40.6458668"	"-74.595534"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"89.7235"	"1627017"	"14014"	"22462"	"55029"	"77495"
"2013-10-19T22:38:36-04:00"	"2013-10-19T19:38:36-07:00"	"2013-10-20T02:38:41+00:00"	"40.645191"	"-74.5997353"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"78.1586"	"1627381"	"13953"	"22462"	"55039"	"77505"
"2013-10-19T22:38:49-04:00"	"2013-10-19T19:38:49-07:00"	"2013-10-20T02:38:53+00:00"	"40.6438113"	"-74.6054746"	"Interstate 78, BASKING RIDGE, US-NJ, 07920, US"	"92.6315"	"1627888"	"13953"	"22462"	"55052"	"77518"
"2013-10-19T22:39:00-04:00"	"2013-10-19T19:39:00-07:00"	"2013-10-20T02:39:01+00:00"	"40.642787"	"-74.6108093"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"97.866"	"1628355"	"13923"	"22462"	"55063"	"77529"
"2013-10-19T22:39:11-04:00"	"2013-10-19T19:39:11-07:00"	"2013-10-20T02:39:15+00:00"	"40.6429368"	"-74.616377"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"93.571"	"1628828"	"14014"	"22462"	"55074"	"77540"
"2013-10-19T22:39:22-04:00"	"2013-10-19T19:39:22-07:00"	"2013-10-20T02:39:24+00:00"	"40.6439408"	"-74.6215163"	"Interstate 78, Basking Ridge, US-NJ, 07920, US"	"89.9025"	"1629277"	"14014"	"22462"	"55085"	"77551"
"2013-10-19T22:39:31-04:00"	"2013-10-19T19:39:31-07:00"	"2013-10-20T02:39:32+00:00"	"40.6443593"	"-74.6257628"	"Interstate 78, Bridgewater, US-NJ, 07921, US"	"90.8867"	"1629640"	"13984"	"22462"	"55094"	"77560"
"2013-10-19T22:39:42-04:00"	"2013-10-19T19:39:42-07:00"	"2013-10-20T02:39:45+00:00"	"40.6438436"	"-74.6313275"	"Interstate 78, Bedminster, US-NJ, 07921, US"	"99.7226"	"1630113"	"13953"	"22462"	"55105"	"77571"
"2013-10-19T22:39:53-04:00"	"2013-10-19T19:39:53-07:00"	"2013-10-20T02:39:54+00:00"	"40.6431113"	"-74.637108"	"Interstate 78, Bedminster, US-NJ, 07921, US"	"99.6555"	"1630609"	"14014"	"22462"	"55116"	"77582"
